	intensity_height	retention_time	spectrum	adduct	precursor_mz	peak_id
364	493899.75	3.448652		[M+H]+	200.9956	364
365	152782.75	3.448652		[M+H]+	205.9745	365
366	208888.5	3.448652	55.01815:1292 57.07008:1995 65.76225:1170 69.07009:1567 70.02875:1816 72.04427:1826 77.93919:1444 83.98117:1426 85.0647:2570 85.13894:1237 90.05494:20174 90.061:1183 91.05435:1474 92.66931:1204 93.67876:1344 95.0491:1636 103.07536:2288 115.51402:1271 116.03405:4197 124.07565:3343 164.10686:2266 176.46007:1464 184.09633:3447 202.106:6598 204.14603:1406 205.1591:2511 214.76945:1381 220.11774:12600 220.17784:3996	[M+H]+	220.1178	366
367	494973.0625	3.477969		[M+H]+	227.1211	367
368	13074457.0	3.500331	53.00221:37443 54.03404:15325 68.09325:15182 71.08549:290853 73.61508:13737 80.04948:29920 82.05254:80725 94.05257:72043 95.06027:390852 96.06773:30565 97.03926:24722 107.06026:329598 112.76687:14463 125.0708:1142960 127.70666:17101 165.1387:24703 195.14897:1394800	[M+H]+	195.1491	368
369	2044763.5	3.524082	53.00245:5330 53.03889:4584 54.03412:1960 55.01806:8158 55.05445:35883 56.04971:7052 57.07001:3456 65.0387:4389 66.74976:1700 67.0543:42091 68.04981:1871 69.06995:15563 70.06519:10712 71.08565:22378 71.16655:1698 72.08886:16324 79.05423:18057 80.04941:3911 81.05265:2411 81.06987:37412 81.36708:1762 82.05241:5469 83.04913:2787 83.05573:3013 83.08543:7500 84.04436:31044 84.08072:7888 91.05391:10808 93.07008:11072 94.05265:2236 95.04935:3938 95.06052:22110 95.08553:29874 96.0573:3729 96.06348:18510 96.08057:2701 97.06483:4119 97.10111:3934 98.06021:4319 98.09623:3896 99.08079:1798 100.07555:1859 105.06952:3002 107.0603:24432 107.08526:4112 108.06366:19191 109.10107:2617 111.08005:2426 119.08558:5113 125.07092:71388 126.07464:75857 130.73637:2091 133.10132:2080 134.91496:1682 135.11655:3729 136.16402:1697 139.08664:4141 149.13206:3199 161.13258:4389 166.14238:3017 178.15921:4099 179.14062:1863 192.62611:1700 196.15201:221782 196.16965:694097	[M+H]+	196.1694	369
370	675682.9375	3.539714		[M+H]+	102.1276	370
371	326906.0625	3.539714		[M+H]+	123.0916	371
372	352755.0	3.582715		[M+H]+	215.1177	372
373	124938.6875	3.632306		[M+H]+	105.0697	373
374	12767732.0	3.632306	51.02332:60482 52.43997:16029 53.03877:254366 62.56075:13287 75.39403:13806 75.74532:12102 77.03866:83996 77.92896:15267 79.05418:934757 81.03345:16095 94.05292:14569 95.04906:466167 102.36213:15506 103.05414:677489 105.04485:129080 105.06979:5916212 110.04298:14169 116.89644:14214 146.0974:16919 157.03722:15646 173.38556:13913 189.17229:16224 219.0789:15049 227.59964:15812 229.13326:2741686	[M+H]+	229.1333	374
375	1878680.0	3.632306		[M+H]+	230.1366	375
376	149607.8125	3.707825		[M+H]+	282.1598	376
377	264719.375	3.777862		[M+H]+	112.112	377
378	135386.0625	3.785427		[M+H]+	199.0899	378
379	102986.0	3.838792		[M+H]+	350.9097	379
380	119646.8125	3.861034		[M+H]+	206.1022	380
381	123415.625	3.876937		[M+H]+	176.1282	381
382	5971760.0	3.876937	57.0337:46395 57.18224:5329 60.45901:5062 61.08411:32079 62.09196:16296 63.09976:81562 71.04909:10795 75.04398:15178 83.62395:4686 85.02838:319522 99.04401:14944 101.49387:5451 103.03867:7971 105.10986:53105 117.0546:970175 169.43767:5336 179.06465:11325 179.14687:991300	[M+H]+	179.1469	382
383	493061.625	3.876937		[M+H]+	180.1502	383
384	352134.375	3.967138		[M+H]+	118.1225	384
385	10684584.0	3.97842	51.22436:12071 53.93904:13424 54.94707:94355 55.9456:19737 57.07002:431622 61.45446:11709 68.04944:21292 69.18783:12538 70.94164:75624 78.49395:12495 80.04935:30819 82.05225:68245 88.95248:17053 94.05231:62599 95.06026:330974 96.06792:20555 97.03957:33585 107.0602:239304 111.31986:11754 111.96825:117510 125.07084:935597 129.97878:53413 138.87535:14223 139.96301:21728 151.12265:30489 157.97375:50033 181.1333:1724580	[M+H]+	181.1334	385
386	1197395.0	3.97842	54.93771:5325 54.94714:3871 55.05442:3131 55.93455:70395 55.93752:4438 55.94547:49571 56.94235:310498 57.07001:38590 58.07339:24135 67.93494:7234 70.94183:4090 71.94025:11654 72.93708:444553 74.95278:5410 82.0523:4347 83.05602:3779 83.08515:2294 84.5565:2201 88.78449:2088 88.93206:3949 88.95238:3589 89.46709:2001 89.93948:2249 90.9476:287612 93.54646:1973 95.06047:22827 96.05731:3931 96.06357:23269 96.93774:2444 97.96921:3964 99.94775:9960 102.9479:2102 106.94231:12332 107.0603:21891 107.95047:11100 108.06362:18565 108.08171:2191 108.95815:82653 111.96808:4580 112.96653:41512 113.96357:593743 114.94869:2265 117.94567:8541 117.95862:10327 118.94279:13430 120.95869:2863 124.95304:22141 125.07079:60207 125.08067:3702 125.96091:21699 126.07452:86503 127.64561:2097 129.95868:7424 130.96642:18400 130.97752:26667 131.97412:439629 132.95866:12707 135.95609:17909 136.95277:15862 139.08688:3508 140.96211:7755 141.95845:134066 145.08342:2239 147.96928:9792 148.97672:37899 148.98885:3262 149.63789:2126 149.98436:4906 150.95592:4101 152.12625:4608 153.99254:4415 154.99001:98070 155.97459:11393 158.97163:18450 159.96898:217973 171.9926:5260 177.95671:8516 177.97995:6311 179.1124:2016 181.9883:4835 182.08098:3942 182.13689:199009 182.18874:10284	[M+H]+	182.1368	386
387	16851526.0	4.026852	53.0026:29939 55.0545:33335 61.01078:1382649 64.5311:13568 71.40115:11097 89.04192:3810972 99.51845:10990 125.70551:12115 152.44197:14483 213.10526:798802	[M+H]+	213.1054	387
388	1722388.0	4.026852	50.01538:47833 50.48345:6213 51.0232:137594 51.02571:8696 53.00256:13457 53.03881:549499 55.01812:24497 57.07006:116133 61.01082:71289 62.01037:8295 62.01395:12979 62.77945:5148 63.88697:5486 65.95345:4763 68.99742:5696 72.08076:59092 77.03858:166065 79.9801:9604 81.03352:61491 89.04196:145482 90.04562:79058 95.04916:1013126 105.04476:276189 120.34208:5649 123.18077:6317 141.00047:1062989 158.02704:875227 159.01128:7529 182.05974:5746 188.87975:6515 214.08926:126892 214.10997:52655	[M+H]+	214.1084	388
389	391864.625	4.137749		[M+H]+	201.1021	389
390	115308.3125	4.170246		[M+H]+	226.163	390
391	227550.6875	4.184933		[M+H]+	109.076	391
392	3566108.75	4.184933	53.03884:7102 54.10989:3027 65.03868:5109 73.02847:4438 89.03883:3966 90.04677:4908 91.05408:66299 91.06018:5670 95.04898:13409 103.05402:24504 115.05418:126191 116.04945:5985 116.06199:13415 117.05721:56460 117.06973:119603 117.53161:3742 118.06515:6283 127.05375:15190 128.04936:16301 128.06201:8369 134.06027:3663 142.065:8484 143.06013:7476 143.07294:175838 144.08067:1679342 145.06487:28493 146.06033:6402 155.06033:31414 268.1441:97400	[M+H]+	268.1443	392
393	594162.375	4.184933		[M+H]+	269.1476	393
394	227930.25	4.192273		[M+H]+	88.11201	394
395	936826.875	4.200535	53.00234:2692 55.05447:1392 71.08552:8185 80.04947:3831 80.56541:1354 82.0524:2326 84.04414:1940 95.06044:4228 96.06824:2265 107.06028:2514 108.06825:6505 109.07593:3832 121.07566:1581 123.05537:4934 124.06301:14100 125.071:23830 133.95859:4344 137.07103:11526 139.08603:1862 151.08669:2012 152.46198:1488 155.08142:45070 156.97594:5040 169.09735:2839 178.9566:2258 194.14227:1797 195.14925:8626 201.97398:6077 219.04434:1258 225.15962:231911	[M+H]+	225.1596	395
396	205732.9375	4.284348		[M+H]+	84.08073	396
397	584793.125	4.420847		[M+H]+	109.076	397
398	25089970.0	4.469883	51.16944:17812 55.93459:403184 56.9424:2346202 59.93061:36348 62.74015:19253 64.86681:20664 72.93714:2073946 74.95293:42380 76.03939:18536 80.85895:17258 88.93195:41706 89.93989:22001 90.94116:37569 90.94768:705243 99.94802:39524 106.94249:44004 107.95149:24895 108.95825:86613 113.96366:1699862 118.94274:67584 118.96716:28196 125.96105:40892 130.96651:47216 131.97423:678118 136.95328:66125 142.08707:23206	[M+H]+	141.9585	398
399	1104799.625	4.469883	51.02327:6840 51.94016:2302 53.0388:26417 55.9346:39598 77.03842:8651 79.05422:91918 81.03327:1522 90.94752:1529 93.57697:1570 95.04216:3153 95.04909:49161 103.05418:62731 104.90918:1648 105.04517:11737 105.06984:462631 155.08101:2598 161.59062:1610 167.02881:1488 180.88783:9827 195.87553:3962 197.89088:12105 198.89774:3745 213.88544:14159 215.90154:13251 216.90121:1505 235.87009:2722 238.91829:1882 253.88051:20509 254.88443:1725 259.14392:315134	[M+H]+	259.144	399
400	181478.5625	4.469883		[M+H]+	260.1473	400
401	634682.625	4.539489	55.93464:2606 59.77824:1611 65.04754:1297 69.04475:795349	[M+H]+	69.04478	401
402	9711341.0	4.548275	51.34671:8412 58.63387:9495 66.03374:28797 67.15428:8797 83.06032:370723 84.04411:47319 93.57071:8834 96.68417:8960 107.06038:68005 112.93531:8066 124.08685:2038116	[M+H]+	124.0869	402
403	388988.875	4.615413		[M+H]+	201.0869	403
404	1937284.5	4.642444	53.00235:4394 55.05433:3273 56.04961:4868 57.07:13668 68.04928:2707 71.0856:18016 71.76453:1980 80.04931:2789 81.04457:3654 82.05232:6591 83.06033:5174 94.05235:7293 95.06013:7287 96.24751:2363 108.06803:3021 109.03938:5175 109.07587:2676 110.04742:23905 111.05529:17566 123.05496:22235 124.06332:4469 125.07094:13869 137.07065:10395 141.06563:60597 155.08145:41713 170.23886:1925 180.12563:2811 181.13332:13105 211.14388:423119	[M+H]+	211.144	404
405	4500307.5	4.662565	57.07006:5840 60.62507:3977 64.32629:3280 66.03391:7559 68.29164:3232 69.04468:21647 84.04437:434346 84.06332:8944 95.06047:4635 107.06029:16543 109.07591:20378 110.08382:16534 125.07092:579828 125.09093:68445 125.10696:111659	[M+H]+	125.0708	405
406	277182.3125	4.662565		[M+H]+	167.1178	406
407	145511.9375	4.662565		[M+H]+	273.1596	407
408	408732.8125	4.673638		[M+H]+	259.144	408
409	122247.0	4.701861		[M+H]+	153.1021	409
410	238085.5	4.711371		[M+H]+	120.0555	410
411	606352.9375	4.720687	65.03868:2369 67.02901:2003 75.63696:1309 86.73333:1198 91.05391:1759 92.0243:5380 94.04005:2642 109.01057:6101 118.43337:1386 119.03517:17959 136.00989:1499 136.02155:34134 136.06165:126903 136.11176:1691	[M+H]+	136.0617	411
412	287747.9375	4.730865		[M+H]+	88.112	412
413	2248978.25	4.751392	53.00237:4165 56.04974:5873 57.07014:12111 71.08553:47594 80.04926:3235 81.04449:2916 82.05255:3825 83.06028:5281 94.0524:12461 95.06021:8601 108.06818:4444 109.03976:2075 109.07635:4666 110.04737:26817 111.05523:28076 123.05518:50052 125.07089:18226 137.07071:11985 141.06569:157404 155.0813:44457 181.1337:5048 184.87872:2102 211.14384:502642	[M+H]+	211.144	413
414	1763262.75	4.751392	53.0025:6722 54.50602:1827 54.54063:2093 55.05454:4707 61.01079:230520 64.9273:1842 69.36539:2289 72.93723:2332 75.79847:1891 77.94652:2040 82.33162:1845 89.04192:574040 111.69013:2077 144.24672:1936 154.32323:1921 179.39754:2417 198.2529:2347 205.0452:2159 243.11598:340817	[M+H]+	243.116	414
415	195104.5	4.751392		[M+H]+	244.1193	415
416	270178.25	4.780213		[M+H]+	192.1593	416
417	333734.875	4.799641		[M+H]+	274.2739	417
418	294206.6875	4.819606	71.27293:1234 72.93698:1208 73.812:1575 75.8007:2011 79.05406:2894 83.37412:1183 100.30997:1201 105.06944:1364 107.07335:1608 114.60291:1370 120.08058:1349 122.09632:35649	[M+H]+	122.0963	418
419	1943142.875	4.819606		[M+H]+	245.1283	419
420	299017.375	4.819606		[M+H]+	246.1315	420
421	324186.9375	4.829196		[M+H]+	105.0698	421
422	148979.0625	4.840425		[M+H]+	97.07598	422
423	254999.9375	4.849926	50.43497:1375 53.46673:1147 56.87472:1229 64.41677:1504 76.03773:1258 80.04942:24702 83.98562:1416 92.89997:8108 107.0535:1587 107.06043:14011 110.91153:1578 113.10187:1387 118.42871:1298 134.07115:56018	[M+H]+	134.0712	423
424	261143.8125	4.857471	55.05444:10244 56.04958:2542 57.93502:11307 58.02888:14460 58.06543:1501 58.94296:1714 59.93038:1949 69.03371:5959 72.08086:2494 75.27628:1486 75.94537:1614 82.0652:2770 83.08541:11067 92.94539:1812 93.956:4133 100.07566:129082 100.11189:8030	[M+H]+	100.1119	424
425	7477514.0	4.857471	50.74401:2523 51.02304:4471 53.03877:8145 55.05436:6961 58.06525:63856 58.06849:3770 59.07307:31599 70.06501:3009 72.08076:156315 74.09637:38511 90.09129:5668 95.04903:14525 100.112:197486 105.04467:5038 118.06532:16652 118.08611:123240 118.12253:365106	[M+H]+	118.1225	425
426	508203.4375	4.857471		[M+H]+	119.1259	426
427	479041.875	4.875772		[M+H]+	121.9661	427
428	196145.3125	4.875772		[M+H]+	162.1024	428
429	994082.3125	4.887405	53.03878:2619 65.0386:2050 67.21103:1485 68.31979:1592 87.8216:1431 89.03865:2313 91.05409:29146 94.7886:1494 95.04878:4687 102.0462:2488 103.05396:10866 104.04926:1729 105.04447:1784 115.04488:2907 115.05415:50422 116.04925:3190 116.06202:5817 117.05727:20664 117.06973:50927 118.06506:3419 127.05405:6500 128.04921:5864 128.0607:2426 129.0451:1660 129.05655:1606 142.06494:5163 143.07281:63510 144.08061:676442 145.06441:13053 146.06026:3155 155.05969:11737 211.88976:2510 213.90756:1537 223.81757:1479 251.88333:1926 298.15451:71097	[M+H]+	298.1549	429
430	171018.625	4.897621		[M+H]+	299.1581	430
431	11281908.0	4.907534	55.47336:9479 57.83457:10148 61.27886:9572 63.21109:10647 66.03384:30801 68.84998:10171 68.94831:11718 75.8013:9891 76.89725:10510 83.06039:419491 84.04449:24690 107.0603:86021 117.80499:16467 120.48933:12828 124.08693:2457365	[M+H]+	124.0869	431
432	217630.375	4.917871		[M+H]+	257.1317	432
433	350354.8125	4.936995		[M+H]+	83.06033	433
434	1310233.375	4.954495		[M+H]+	95.06033	434
435	157560.625	4.954495		[M+H]+	116.7305	435
436	167765.75	4.954495		[M+H]+	117.4408	436
437	1155600.25	4.964394		[M+H]+	116.0788	437
438	181821984.0	4.964394	53.64033:191471 56.57704:204858 61.56997:190553 66.35542:162242 89.08993:1546918 107.10087:419926 117.08493:16827766	[M+H]+	117.0848	438
439	10274856.0	4.964394	53.03896:9679 55.94029:6508 56.3034:6744 58.0653:69463 59.07302:34573 59.32069:6104 59.88607:5851 61.14174:6837 71.41454:7269 72.08082:41151 76.06646:14063 89.08984:15280 90.08733:13318 90.09322:47362 95.04908:19617 100.11182:21965 108.10408:21970 118.08877:697648 118.1225:57948	[M+H]+	118.0881	439
440	690993.875	4.964394		[M+H]+	119.0891	440
441	200938.25	4.964394		[M+H]+	139.0669	441
442	330285.375	4.964394		[M+H]+	175.138	442
443	294880.3125	4.964394		[M+H]+	211.09	443
444	869988.4375	4.964394		[M+H]+	217.0096	444
445	516838.5625	4.964394		[M+H]+	220.0331	445
446	5812466.5	4.964394	55.83752:3352 75.06348:5121 86.42741:3485 89.08998:20621 97.1538:3789 102.10877:3396 107.10097:7924 117.08491:1347382 118.85615:3085 166.21407:3458	[M+H]+	233.1626	446
447	560291.0625	4.964394		[M+H]+	234.1659	447
448	333236.875	4.964394		[M+H]+	258.0362	448
449	1852859.5	4.964394	57.19165:2330 60.06377:7991 61.96201:2329 62.92917:384092 72.04129:6642 74.07915:20928 80.93977:3775 89.93999:2850 91.95531:6671 104.95095:6095 109.96619:11631 115.06943:21264 122.96132:93454 122.97141:5119 124.9842:12854 127.00062:38219 139.99582:11557 145.97772:2999 147.35283:2418 154.01222:4326 154.99518:12486 169.02228:15069 179.00636:24827 197.01723:674779 207.01256:3059 220.03348:61588 295.08426:504525	[M+H]+	295.0843	449
450	151648.9375	4.964394		[M+H]+	296.0885	450
451	869263.3125	4.964394		[M+H]+	297.0824	451
452	114602.4375	4.964394		[M+H]+	316.934	452
453	166179.5	4.964394		[M+H]+	357.9612	453
454	229577.25	4.973602		[M+H]+	222.0313	454
455	371619.375	4.981882		[M+H]+	95.97334	455
456	741272.0	5.01295		[M+H]+	125.1072	456
457	189498.875	5.01295		[M+H]+	206.1021	457
458	395517.375	5.020486		[M+H]+	121.0646	458
459	21356710.0	5.020486	50.01542:23023 51.02304:110137 51.71892:21258 53.03877:484328 55.01792:27360 65.03874:59865 77.03854:108958 81.03325:39171 82.94643:19491 91.05418:842532 93.06984:653629 94.04145:24824 95.04907:837768 102.04636:46496 103.05417:972202 105.04453:271288 107.06052:54869 107.5825:20898 121.06472:6422005 125.0708:177397 149.44446:22331 149.78818:23626 182.82343:21881 204.92424:24002 206.88666:27376 224.89743:48819 245.12825:1850597	[M+H]+	245.1282	459
460	3206365.25	5.020486		[M+H]+	246.1315	460
461	143981.8125	5.020486		[M+H]+	259.1438	461
462	188137.25	5.029218		[M+H]+	104.0706	462
463	4498222.5	5.029218	54.36668:3852 60.55634:4564 69.28788:4533 72.93707:23506 90.94749:14273 114.09129:28929	[M+H]+	113.9636	463
464	484539.125	5.029218		[M+H]+	167.0926	464
465	1316648.625	5.049865	64.92729:3894 67.62508:1222 71.54849:1336 107.06048:2944 107.08942:3894	[M+H]+	107.0894	465
466	7111609.0	5.049865	59.9405:8229 62.92917:499710 80.93977:7313 96.94263:6061 101.12339:6954 103.95557:33843 109.42725:6037 117.36746:6414 121.96609:561790 132.35664:6497 144.98178:41733	[M+H]+	144.982	466
467	3172044.75	5.060672		[M+H]+	146.9802	467
468	6450336.5	5.060672	50.47539:8369 53.5856:7128 55.93461:8576 56.94238:38142 57.61718:6452 60.04445:8921 70.77834:7731 71.22245:7006 72.93727:55247 90.94755:18565 95.04867:11869 109.23341:7370 113.9634:29265 115.9789:14373 131.97417:81999 133.99033:9352 143.6972:6980 147.96921:7606 149.98515:46404	[M+H]+	159.9691	468
